CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
less_0,15,all_credits_paid_back,car_used,597,less_100,1_to_4,2,male,none,1,savings_insurance,36,bank,own,1,unskilled,1,yes,yes,0
0_to_200,23,outstanding_credit,furniture,7710,100_to_500,4_to_7,4,male,none,3,car_other,43,none,own,2,skilled,1,yes,yes,0
no_checking,20,credits_paid_to_date,car_new,1061,500_to_1000,greater_7,4,male,none,3,car_other,36,none,own,2,skilled,1,yes,yes,1
less_0,21,credits_paid_to_date,furniture,2749,less_100,unemployed,2,female,none,3,savings_insurance,22,none,own,1,skilled,1,none,yes,0
less_0,7,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,1,real_estate,19,bank,rent,1,unemployed,1,none,yes,0
no_checking,27,outstanding_credit,other,6481,unknown,greater_7,5,female,none,3,car_other,35,none,own,1,skilled,1,yes,yes,1
less_0,11,all_credits_paid_back,vacation,2298,less_100,unemployed,1,female,none,1,real_estate,19,none,own,1,management_self-employed,1,none,yes,0
less_0,11,credits_paid_to_date,car_used,250,less_100,unemployed,1,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,0
less_0,14,all_credits_paid_back,car_new,3692,less_100,unemployed,1,female,none,1,real_estate,21,stores,own,1,skilled,1,none,yes,0
less_0,4,all_credits_paid_back,car_new,2969,less_100,less_1,2,male,none,1,real_estate,26,none,own,1,management_self-employed,1,none,yes,0
less_0,13,prior_payments_delayed,car_new,4070,less_100,4_to_7,2,female,none,2,car_other,39,stores,own,2,skilled,1,yes,yes,0
no_checking,39,prior_payments_delayed,other,7929,greater_1000,greater_7,5,male,co-applicant,4,car_other,44,none,free,2,management_self-employed,1,none,yes,1
no_checking,26,outstanding_credit,furniture,8166,greater_1000,greater_7,5,female,co-applicant,4,unknown,56,none,own,2,skilled,1,none,no,1
no_checking,37,credits_paid_to_date,appliances,4989,100_to_500,greater_7,4,male,none,3,savings_insurance,39,none,own,2,skilled,2,yes,yes,0
no_checking,20,credits_paid_to_date,radio_tv,2239,500_to_1000,1_to_4,2,female,none,2,real_estate,29,bank,own,1,unemployed,1,none,yes,0
0_to_200,7,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,1,real_estate,19,bank,rent,1,unemployed,1,none,yes,0
0_to_200,16,prior_payments_delayed,car_new,1680,100_to_500,less_1,3,male,none,2,savings_insurance,35,none,own,2,skilled,2,yes,yes,0
less_0,9,credits_paid_to_date,car_new,2421,less_100,1_to_4,3,female,none,2,savings_insurance,32,none,own,2,skilled,1,none,yes,0
less_0,19,credits_paid_to_date,furniture,2111,less_100,4_to_7,3,male,none,2,savings_insurance,34,bank,own,1,unemployed,2,none,yes,0
less_0,17,credits_paid_to_date,car_new,1312,500_to_1000,1_to_4,3,male,none,3,savings_insurance,22,stores,rent,2,unskilled,1,yes,yes,0
0_to_200,16,credits_paid_to_date,furniture,3008,100_to_500,4_to_7,2,male,none,3,savings_insurance,30,bank,own,1,unskilled,2,none,yes,0
greater_200,4,all_credits_paid_back,car_used,250,less_100,less_1,1,male,none,2,real_estate,19,none,own,1,management_self-employed,1,none,yes,0
0_to_200,33,outstanding_credit,appliances,4666,unknown,1_to_4,3,male,none,3,unknown,36,stores,own,2,skilled,1,none,yes,1
less_0,7,credits_paid_to_date,vacation,250,less_100,4_to_7,3,female,none,3,real_estate,19,none,own,1,skilled,1,none,yes,0
less_0,15,credits_paid_to_date,retraining,1302,less_100,less_1,1,female,none,2,real_estate,20,none,rent,1,skilled,1,none,yes,0
no_checking,24,outstanding_credit,radio_tv,4774,500_to_1000,greater_7,3,female,none,3,savings_insurance,53,none,free,2,skilled,1,yes,yes,1
no_checking,26,prior_payments_delayed,appliances,4724,100_to_500,4_to_7,3,female,none,2,savings_insurance,42,none,own,1,skilled,1,none,yes,0
less_0,14,all_credits_paid_back,vacation,3900,100_to_500,1_to_4,3,female,none,3,real_estate,24,none,own,1,skilled,1,none,yes,0
0_to_200,9,all_credits_paid_back,furniture,250,500_to_1000,1_to_4,2,male,none,2,real_estate,30,none,rent,1,skilled,1,none,yes,0
0_to_200,16,prior_payments_delayed,radio_tv,730,less_100,1_to_4,3,male,none,3,real_estate,31,none,own,1,skilled,1,none,yes,0
no_checking,33,outstanding_credit,radio_tv,2771,greater_1000,4_to_7,3,male,none,2,car_other,30,none,own,1,skilled,1,none,yes,1
0_to_200,19,credits_paid_to_date,car_new,1796,less_100,less_1,3,male,none,2,real_estate,28,none,rent,1,skilled,1,none,yes,0
greater_200,30,outstanding_credit,other,6353,500_to_1000,1_to_4,4,male,none,2,savings_insurance,40,stores,free,2,unskilled,1,none,yes,1
no_checking,32,outstanding_credit,repairs,2886,unknown,greater_7,5,female,none,4,car_other,37,none,own,2,skilled,1,yes,yes,1
less_0,18,credits_paid_to_date,car_new,250,less_100,unemployed,1,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,0
no_checking,26,prior_payments_delayed,car_used,3778,500_to_1000,1_to_4,3,female,none,3,car_other,30,none,rent,1,skilled,1,none,yes,0
0_to_200,15,prior_payments_delayed,retraining,1186,less_100,1_to_4,3,male,none,2,real_estate,19,none,own,1,skilled,1,yes,yes,0
0_to_200,4,credits_paid_to_date,car_used,1052,500_to_1000,1_to_4,3,male,co-applicant,3,savings_insurance,42,none,free,1,skilled,1,yes,yes,0
no_checking,46,outstanding_credit,other,8464,500_to_1000,4_to_7,5,male,none,4,car_other,47,none,free,2,management_self-employed,1,none,yes,1
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,0
less_0,22,prior_payments_delayed,furniture,4428,less_100,1_to_4,3,female,none,3,savings_insurance,32,none,rent,2,skilled,1,none,yes,1
no_checking,33,prior_payments_delayed,retraining,5899,100_to_500,4_to_7,4,male,none,3,savings_insurance,36,none,free,2,management_self-employed,1,yes,yes,0
0_to_200,24,outstanding_credit,appliances,3415,100_to_500,1_to_4,3,male,none,4,savings_insurance,26,none,own,1,skilled,2,yes,yes,0
no_checking,34,outstanding_credit,repairs,7405,500_to_1000,4_to_7,5,male,none,5,unknown,46,stores,own,1,unskilled,1,none,yes,0
less_0,4,credits_paid_to_date,car_used,250,less_100,less_1,1,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,0
no_checking,24,outstanding_credit,appliances,2261,500_to_1000,greater_7,4,male,none,3,unknown,42,none,own,1,skilled,1,none,yes,1
no_checking,38,prior_payments_delayed,repairs,9849,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,49,stores,free,2,unskilled,2,yes,yes,0
less_0,16,credits_paid_to_date,car_new,705,less_100,unemployed,1,female,none,1,savings_insurance,27,stores,own,1,skilled,1,none,yes,0
less_0,11,prior_payments_delayed,car_new,2753,less_100,unemployed,2,male,none,3,car_other,23,none,rent,1,skilled,1,none,yes,0
less_0,11,all_credits_paid_back,car_used,919,100_to_500,1_to_4,3,female,co-applicant,1,savings_insurance,42,stores,own,1,skilled,1,none,yes,0
no_checking,41,prior_payments_delayed,vacation,3053,500_to_1000,greater_7,5,male,none,5,car_other,48,none,own,2,skilled,1,yes,yes,1
0_to_200,20,credits_paid_to_date,car_used,4292,less_100,1_to_4,3,female,none,3,car_other,33,bank,own,2,unemployed,1,none,yes,0
no_checking,27,outstanding_credit,radio_tv,5678,500_to_1000,4_to_7,4,male,none,3,unknown,54,none,free,2,skilled,1,yes,yes,1
less_0,4,all_credits_paid_back,vacation,2064,less_100,1_to_4,2,female,none,1,savings_insurance,19,bank,rent,1,unskilled,1,none,yes,0
less_0,12,all_credits_paid_back,furniture,1329,less_100,less_1,1,female,none,1,savings_insurance,34,stores,own,3,skilled,1,none,yes,1
no_checking,8,credits_paid_to_date,furniture,5368,less_100,1_to_4,4,male,none,3,car_other,53,none,own,3,management_self-employed,2,yes,yes,1
no_checking,40,outstanding_credit,repairs,10920,greater_1000,greater_7,6,male,co-applicant,6,unknown,54,stores,free,2,unskilled,2,yes,yes,1
less_0,25,credits_paid_to_date,radio_tv,3143,less_100,1_to_4,3,female,none,1,car_other,35,stores,own,1,skilled,1,none,yes,0
no_checking,30,credits_paid_to_date,radio_tv,4074,500_to_1000,less_1,3,male,none,4,savings_insurance,37,none,own,2,skilled,1,yes,yes,1
less_0,12,credits_paid_to_date,furniture,620,500_to_1000,less_1,2,female,none,1,car_other,30,stores,rent,1,skilled,1,none,yes,0
less_0,11,all_credits_paid_back,vacation,598,less_100,1_to_4,2,female,co-applicant,2,savings_insurance,34,stores,rent,1,skilled,1,none,yes,0
0_to_200,16,credits_paid_to_date,furniture,1954,less_100,4_to_7,2,male,none,2,car_other,21,none,own,1,skilled,1,none,yes,1
0_to_200,38,prior_payments_delayed,furniture,5246,500_to_1000,4_to_7,3,male,none,4,savings_insurance,39,stores,free,2,unskilled,1,none,yes,0
less_0,11,all_credits_paid_back,car_new,631,less_100,less_1,1,female,none,2,savings_insurance,32,none,rent,1,skilled,1,none,yes,0
no_checking,33,prior_payments_delayed,appliances,4454,500_to_1000,1_to_4,4,male,none,3,car_other,25,none,own,1,skilled,1,none,yes,0
no_checking,31,prior_payments_delayed,appliances,5822,100_to_500,less_1,4,male,none,3,savings_insurance,39,stores,own,2,unskilled,2,yes,yes,0
no_checking,26,credits_paid_to_date,retraining,5217,100_to_500,greater_7,3,male,none,3,savings_insurance,42,none,own,1,skilled,1,none,yes,0
no_checking,37,prior_payments_delayed,repairs,6133,500_to_1000,1_to_4,4,male,none,5,savings_insurance,38,none,own,1,management_self-employed,1,yes,yes,0
no_checking,18,credits_paid_to_date,radio_tv,2043,greater_1000,1_to_4,3,male,co-applicant,4,savings_insurance,26,none,own,2,skilled,2,yes,yes,1
0_to_200,4,all_credits_paid_back,car_used,2643,less_100,unemployed,2,female,none,2,real_estate,20,none,own,1,management_self-employed,1,none,yes,0
no_checking,32,outstanding_credit,repairs,5959,500_to_1000,greater_7,5,male,co-applicant,4,car_other,45,none,free,2,management_self-employed,1,yes,yes,1
no_checking,30,outstanding_credit,repairs,7597,500_to_1000,greater_7,4,male,co-applicant,5,unknown,52,stores,own,2,skilled,1,yes,yes,1
no_checking,32,prior_payments_delayed,car_used,7832,greater_1000,1_to_4,4,male,co-applicant,4,car_other,37,none,own,2,management_self-employed,1,none,yes,0
no_checking,23,prior_payments_delayed,retraining,2066,100_to_500,1_to_4,4,male,none,3,savings_insurance,28,none,own,1,skilled,1,yes,yes,0
no_checking,45,outstanding_credit,repairs,4134,greater_1000,greater_7,5,female,none,5,car_other,28,none,free,2,skilled,2,yes,yes,1
no_checking,39,outstanding_credit,radio_tv,5617,greater_1000,greater_7,5,male,co-applicant,4,car_other,54,none,own,2,skilled,1,yes,yes,1
no_checking,30,prior_payments_delayed,business,5193,100_to_500,4_to_7,4,female,none,5,car_other,46,none,own,3,skilled,2,yes,yes,1
no_checking,36,prior_payments_delayed,appliances,5581,500_to_1000,4_to_7,4,male,none,4,unknown,45,none,own,2,skilled,1,yes,yes,1
less_0,13,credits_paid_to_date,car_used,3068,less_100,unemployed,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,0
no_checking,17,credits_paid_to_date,retraining,1631,100_to_500,1_to_4,3,male,none,4,car_other,51,none,own,1,skilled,1,none,yes,0
less_0,17,credits_paid_to_date,car_new,250,500_to_1000,1_to_4,1,male,none,3,savings_insurance,38,none,own,2,skilled,1,none,yes,0
less_0,22,credits_paid_to_date,car_used,3233,less_100,unemployed,1,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,0
no_checking,16,all_credits_paid_back,car_new,419,less_100,1_to_4,3,female,co-applicant,2,savings_insurance,42,stores,rent,1,unskilled,1,yes,yes,0
less_0,4,credits_paid_to_date,car_new,880,less_100,less_1,1,female,none,2,savings_insurance,28,stores,own,1,skilled,1,none,yes,0
less_0,13,credits_paid_to_date,vacation,250,100_to_500,4_to_7,2,female,co-applicant,2,car_other,29,stores,own,1,unskilled,1,none,yes,1
0_to_200,14,prior_payments_delayed,car_new,250,100_to_500,less_1,1,female,none,3,savings_insurance,26,bank,rent,1,unemployed,1,none,yes,0
0_to_200,22,credits_paid_to_date,car_used,5517,500_to_1000,1_to_4,3,female,none,2,savings_insurance,35,none,own,2,skilled,2,yes,yes,0
0_to_200,19,no_credits,car_used,1164,less_100,1_to_4,3,female,none,2,real_estate,32,none,rent,1,skilled,1,none,yes,0
no_checking,23,prior_payments_delayed,car_used,3416,500_to_1000,1_to_4,3,male,none,4,savings_insurance,34,none,own,1,skilled,1,none,yes,0
no_checking,33,prior_payments_delayed,radio_tv,5774,500_to_1000,4_to_7,5,male,none,3,savings_insurance,47,stores,own,2,unskilled,1,none,yes,0
0_to_200,18,credits_paid_to_date,car_used,250,less_100,less_1,2,female,co-applicant,3,real_estate,42,none,own,1,skilled,1,none,yes,0
less_0,4,prior_payments_delayed,furniture,896,100_to_500,unemployed,1,male,none,1,savings_insurance,23,none,own,1,skilled,2,yes,yes,0
less_0,25,prior_payments_delayed,radio_tv,4531,less_100,less_1,3,male,none,3,car_other,27,none,own,2,skilled,1,yes,yes,0
0_to_200,18,credits_paid_to_date,car_used,1200,less_100,less_1,2,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,0
less_0,24,prior_payments_delayed,furniture,2741,500_to_1000,1_to_4,3,male,none,1,unknown,43,none,own,2,skilled,2,yes,yes,0
0_to_200,12,credits_paid_to_date,car_new,250,less_100,4_to_7,1,female,none,3,real_estate,22,none,own,1,skilled,1,none,no,0
no_checking,40,outstanding_credit,repairs,5624,greater_1000,greater_7,5,male,co-applicant,5,car_other,42,none,free,2,skilled,1,yes,yes,1
0_to_200,16,credits_paid_to_date,car_new,2440,500_to_1000,1_to_4,3,male,none,2,car_other,41,none,own,1,skilled,1,none,yes,0
0_to_200,4,credits_paid_to_date,car_used,250,500_to_1000,4_to_7,2,male,none,1,savings_insurance,31,none,own,1,skilled,1,yes,yes,0
less_0,4,all_credits_paid_back,education,426,100_to_500,less_1,2,male,none,1,real_estate,30,none,own,1,skilled,1,none,yes,0
0_to_200,18,credits_paid_to_date,car_used,1598,500_to_1000,4_to_7,3,male,co-applicant,2,real_estate,44,none,own,2,skilled,1,yes,yes,0
no_checking,33,credits_paid_to_date,radio_tv,5025,greater_1000,less_1,4,male,guarantor,4,real_estate,40,none,own,2,skilled,1,yes,yes,0
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,0
less_0,12,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,0
0_to_200,13,credits_paid_to_date,car_new,1582,less_100,less_1,2,female,co-applicant,3,car_other,44,none,own,1,skilled,1,yes,yes,1
no_checking,38,credits_paid_to_date,appliances,5308,100_to_500,4_to_7,3,male,none,3,savings_insurance,31,none,own,1,skilled,1,none,yes,0
0_to_200,4,all_credits_paid_back,car_new,2313,less_100,1_to_4,2,female,none,1,car_other,20,stores,own,1,skilled,1,none,yes,1
no_checking,37,prior_payments_delayed,repairs,3773,500_to_1000,greater_7,4,male,none,4,savings_insurance,33,none,own,1,skilled,2,yes,yes,0
no_checking,40,outstanding_credit,radio_tv,7251,greater_1000,greater_7,5,male,co-applicant,4,unknown,55,none,free,2,skilled,2,yes,yes,1
0_to_200,18,credits_paid_to_date,furniture,2236,500_to_1000,1_to_4,3,male,none,2,savings_insurance,30,none,own,1,skilled,1,none,yes,0
no_checking,33,prior_payments_delayed,furniture,5315,unknown,1_to_4,3,male,none,3,savings_insurance,50,none,own,2,skilled,1,yes,yes,1
greater_200,29,prior_payments_delayed,radio_tv,2871,100_to_500,4_to_7,4,male,co-applicant,4,real_estate,31,bank,own,1,unskilled,1,yes,yes,1
less_0,12,all_credits_paid_back,vacation,1598,less_100,less_1,2,female,none,3,real_estate,19,none,rent,1,skilled,1,none,yes,0
no_checking,39,outstanding_credit,radio_tv,9771,greater_1000,greater_7,5,female,co-applicant,4,unknown,56,none,free,3,skilled,2,yes,yes,1
no_checking,25,prior_payments_delayed,education,4296,100_to_500,less_1,3,male,none,4,car_other,41,none,own,2,skilled,1,none,yes,0
no_checking,23,outstanding_credit,car_used,6913,500_to_1000,4_to_7,4,female,co-applicant,5,unknown,30,stores,own,2,unskilled,2,yes,yes,1
0_to_200,16,credits_paid_to_date,car_used,3963,less_100,less_1,3,male,none,3,savings_insurance,30,none,own,1,management_self-employed,1,none,yes,0
greater_200,34,prior_payments_delayed,furniture,5470,100_to_500,4_to_7,4,male,none,4,car_other,33,none,own,2,skilled,1,none,no,1
0_to_200,28,credits_paid_to_date,radio_tv,337,100_to_500,less_1,1,female,none,2,car_other,21,stores,own,1,skilled,1,none,yes,0
less_0,15,credits_paid_to_date,retraining,2728,100_to_500,1_to_4,3,female,none,3,savings_insurance,35,none,own,1,skilled,1,none,yes,0
less_0,39,outstanding_credit,appliances,4131,100_to_500,1_to_4,4,male,none,4,unknown,29,bank,own,1,unskilled,1,yes,yes,0
less_0,12,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,1,real_estate,31,stores,own,1,skilled,1,none,yes,0
no_checking,14,credits_paid_to_date,car_new,3996,less_100,less_1,3,male,none,3,savings_insurance,34,none,own,1,management_self-employed,1,yes,yes,0
0_to_200,31,outstanding_credit,repairs,4681,unknown,greater_7,3,female,none,4,unknown,48,stores,own,2,skilled,1,yes,yes,1
less_0,13,prior_payments_delayed,car_new,5595,less_100,4_to_7,3,male,guarantor,3,savings_insurance,50,none,own,1,skilled,1,yes,no,0
less_0,19,credits_paid_to_date,car_used,3530,less_100,less_1,2,male,none,3,car_other,19,none,rent,1,skilled,1,none,yes,0
0_to_200,23,credits_paid_to_date,radio_tv,1908,500_to_1000,4_to_7,2,female,none,3,savings_insurance,31,stores,own,1,skilled,1,none,yes,1
greater_200,28,prior_payments_delayed,radio_tv,3078,100_to_500,4_to_7,3,female,co-applicant,4,savings_insurance,33,none,own,2,skilled,1,none,yes,0
0_to_200,18,prior_payments_delayed,car_used,670,100_to_500,1_to_4,3,male,none,3,savings_insurance,29,none,rent,1,skilled,1,none,yes,0
no_checking,30,prior_payments_delayed,furniture,5373,100_to_500,4_to_7,3,male,guarantor,3,savings_insurance,51,none,free,1,skilled,1,yes,no,1
no_checking,16,credits_paid_to_date,car_used,2730,100_to_500,less_1,3,male,none,4,savings_insurance,36,none,own,2,management_self-employed,1,yes,yes,1
no_checking,23,outstanding_credit,appliances,4655,unknown,4_to_7,4,female,none,4,car_other,46,none,own,2,skilled,2,yes,yes,1
no_checking,26,outstanding_credit,furniture,5978,unknown,4_to_7,4,female,none,5,car_other,48,none,own,2,management_self-employed,2,yes,yes,1
no_checking,18,prior_payments_delayed,retraining,2036,100_to_500,1_to_4,3,male,none,3,real_estate,28,stores,own,1,unskilled,1,yes,yes,0
0_to_200,14,no_credits,car_new,3837,less_100,1_to_4,3,male,co-applicant,2,savings_insurance,29,none,own,1,skilled,1,none,yes,0
less_0,4,all_credits_paid_back,education,466,100_to_500,1_to_4,2,female,none,2,real_estate,19,bank,rent,1,unskilled,1,none,yes,0
0_to_200,13,credits_paid_to_date,car_new,2574,100_to_500,less_1,3,male,none,2,real_estate,29,bank,rent,1,unskilled,2,none,yes,0
greater_200,16,credits_paid_to_date,retraining,5367,less_100,1_to_4,3,female,none,3,savings_insurance,23,none,own,1,skilled,1,none,yes,0
less_0,4,all_credits_paid_back,education,2371,less_100,less_1,2,female,none,3,real_estate,22,none,own,2,management_self-employed,1,none,yes,1
0_to_200,13,all_credits_paid_back,furniture,3638,less_100,1_to_4,2,female,none,3,savings_insurance,26,none,own,1,skilled,1,none,yes,0
no_checking,25,credits_paid_to_date,vacation,5482,100_to_500,greater_7,4,female,none,3,car_other,43,none,own,2,management_self-employed,1,yes,yes,1
0_to_200,17,credits_paid_to_date,car_new,5869,100_to_500,4_to_7,3,female,none,2,car_other,38,none,own,2,skilled,2,yes,yes,1
no_checking,16,outstanding_credit,radio_tv,4029,unknown,4_to_7,3,male,none,3,car_other,50,bank,own,2,unemployed,1,yes,yes,0
no_checking,15,credits_paid_to_date,car_new,1530,100_to_500,1_to_4,3,male,none,4,real_estate,26,none,own,1,skilled,1,none,yes,0
less_0,20,prior_payments_delayed,furniture,2770,less_100,4_to_7,3,male,none,1,car_other,29,none,rent,1,skilled,1,none,yes,1
no_checking,15,outstanding_credit,car_used,4212,100_to_500,4_to_7,4,male,none,3,car_other,38,none,own,1,management_self-employed,1,yes,yes,0
0_to_200,4,credits_paid_to_date,car_new,1605,less_100,4_to_7,2,male,none,1,real_estate,39,none,own,1,skilled,1,none,yes,0
less_0,33,credits_paid_to_date,business,2398,less_100,less_1,3,male,none,3,savings_insurance,22,none,own,1,skilled,1,none,yes,0
no_checking,33,prior_payments_delayed,business,8495,100_to_500,4_to_7,5,male,none,3,car_other,50,none,free,2,management_self-employed,2,yes,yes,0
no_checking,23,prior_payments_delayed,radio_tv,2359,100_to_500,1_to_4,3,male,co-applicant,4,real_estate,33,stores,own,1,skilled,1,yes,yes,0
no_checking,8,credits_paid_to_date,car_new,2099,100_to_500,1_to_4,2,female,none,3,savings_insurance,26,none,own,1,skilled,1,none,yes,0
no_checking,27,outstanding_credit,appliances,4110,unknown,1_to_4,2,male,none,3,unknown,43,bank,own,2,unemployed,2,yes,yes,1
no_checking,31,prior_payments_delayed,radio_tv,7098,100_to_500,4_to_7,4,male,none,5,unknown,30,stores,own,1,skilled,1,yes,yes,1
no_checking,33,outstanding_credit,appliances,6222,unknown,greater_7,4,male,none,3,car_other,43,stores,free,2,unskilled,1,yes,yes,0
less_0,14,all_credits_paid_back,car_new,2244,less_100,less_1,2,female,none,3,real_estate,21,none,own,1,skilled,1,none,yes,0
0_to_200,13,credits_paid_to_date,furniture,4218,100_to_500,unemployed,3,female,none,2,savings_insurance,31,stores,own,2,skilled,1,none,yes,0
0_to_200,28,outstanding_credit,furniture,3355,100_to_500,4_to_7,4,female,none,3,savings_insurance,37,bank,own,2,unemployed,1,yes,yes,0
no_checking,23,outstanding_credit,radio_tv,3263,unknown,greater_7,4,female,none,3,car_other,36,none,own,2,skilled,1,yes,no,1
no_checking,40,prior_payments_delayed,furniture,5234,500_to_1000,4_to_7,4,male,none,5,car_other,54,none,free,2,skilled,1,yes,yes,1
0_to_200,27,credits_paid_to_date,retraining,1527,less_100,4_to_7,3,male,none,1,car_other,26,stores,free,2,unskilled,1,yes,yes,0
0_to_200,13,all_credits_paid_back,car_new,763,less_100,unemployed,1,male,none,2,real_estate,30,none,own,1,skilled,1,none,yes,0
no_checking,15,credits_paid_to_date,appliances,1394,greater_1000,1_to_4,2,female,co-applicant,3,car_other,42,none,free,2,skilled,1,yes,yes,1
0_to_200,17,prior_payments_delayed,car_new,2435,greater_1000,1_to_4,2,female,none,2,real_estate,28,stores,own,2,skilled,1,none,yes,0
no_checking,27,outstanding_credit,vacation,6851,500_to_1000,4_to_7,4,male,none,4,car_other,45,none,own,2,management_self-employed,1,yes,yes,0
less_0,10,all_credits_paid_back,car_used,250,less_100,less_1,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,0
no_checking,40,prior_payments_delayed,repairs,7559,unknown,4_to_7,5,male,none,5,car_other,42,none,own,2,skilled,1,none,yes,0
no_checking,31,outstanding_credit,repairs,5548,500_to_1000,4_to_7,4,male,none,4,savings_insurance,32,stores,own,1,skilled,2,yes,yes,0
less_0,28,credits_paid_to_date,furniture,2875,100_to_500,4_to_7,3,male,none,2,savings_insurance,29,stores,own,1,unskilled,1,yes,yes,1
less_0,23,prior_payments_delayed,car_used,4713,100_to_500,1_to_4,3,female,none,3,savings_insurance,31,none,own,1,skilled,1,yes,yes,0
0_to_200,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,2,real_estate,27,none,own,1,skilled,1,none,yes,0
0_to_200,28,credits_paid_to_date,retraining,3693,less_100,greater_7,3,male,none,2,savings_insurance,32,none,own,1,skilled,1,none,yes,0
0_to_200,13,prior_payments_delayed,car_new,1782,less_100,less_1,2,female,none,3,real_estate,28,none,own,2,skilled,1,none,yes,0
0_to_200,29,outstanding_credit,car_used,3810,greater_1000,greater_7,4,male,none,4,unknown,45,bank,own,2,unemployed,2,yes,yes,0
no_checking,20,credits_paid_to_date,car_new,6065,greater_1000,1_to_4,3,female,none,2,savings_insurance,36,none,own,2,skilled,1,none,no,0
greater_200,31,all_credits_paid_back,car_new,3342,less_100,4_to_7,3,male,none,2,car_other,36,none,own,1,skilled,1,none,yes,0
less_0,13,prior_payments_delayed,car_new,294,less_100,4_to_7,2,male,none,3,car_other,41,bank,rent,1,unskilled,1,none,yes,0
0_to_200,14,credits_paid_to_date,car_used,1998,less_100,less_1,2,female,none,3,savings_insurance,41,bank,rent,1,unskilled,1,none,yes,0
less_0,35,credits_paid_to_date,car_used,389,100_to_500,4_to_7,3,female,none,2,car_other,40,stores,rent,1,unskilled,1,none,yes,1
no_checking,33,outstanding_credit,appliances,8187,unknown,greater_7,5,male,co-applicant,5,unknown,55,none,free,2,skilled,2,yes,yes,1
no_checking,36,prior_payments_delayed,other,2992,unknown,greater_7,4,male,none,4,car_other,53,none,own,2,skilled,1,none,yes,0
less_0,27,outstanding_credit,radio_tv,4642,100_to_500,less_1,3,female,none,2,savings_insurance,32,none,own,1,skilled,1,none,yes,0
less_0,4,all_credits_paid_back,car_new,1029,100_to_500,less_1,1,female,none,2,car_other,24,none,rent,1,skilled,1,none,yes,0
no_checking,39,prior_payments_delayed,appliances,5028,500_to_1000,greater_7,4,male,none,3,car_other,51,stores,free,2,unemployed,2,yes,yes,1
no_checking,25,prior_payments_delayed,car_used,1433,100_to_500,1_to_4,3,male,none,4,car_other,41,none,own,1,skilled,1,yes,yes,0
less_0,4,all_credits_paid_back,car_new,250,100_to_500,1_to_4,2,male,none,1,real_estate,25,none,own,1,skilled,1,none,yes,0
no_checking,11,outstanding_credit,radio_tv,4618,greater_1000,less_1,3,male,none,3,savings_insurance,30,none,own,1,management_self-employed,1,yes,yes,0
less_0,17,credits_paid_to_date,car_used,1435,500_to_1000,1_to_4,3,male,none,3,car_other,28,none,own,2,skilled,1,yes,yes,0
no_checking,27,prior_payments_delayed,car_used,1938,100_to_500,1_to_4,3,male,none,4,savings_insurance,40,none,own,2,management_self-employed,1,none,yes,0
less_0,16,credits_paid_to_date,car_used,993,less_100,4_to_7,1,female,none,1,real_estate,25,stores,own,1,skilled,1,none,yes,0
no_checking,26,outstanding_credit,vacation,7203,unknown,greater_7,5,female,co-applicant,5,unknown,60,none,free,3,management_self-employed,2,yes,yes,1
0_to_200,17,credits_paid_to_date,retraining,4853,500_to_1000,4_to_7,4,female,none,3,savings_insurance,34,none,own,1,skilled,1,none,yes,0
no_checking,21,credits_paid_to_date,car_new,1127,unknown,1_to_4,3,male,none,3,real_estate,21,none,own,1,skilled,2,yes,yes,1
no_checking,48,outstanding_credit,radio_tv,7184,unknown,greater_7,5,male,co-applicant,4,car_other,43,none,free,3,skilled,2,yes,no,1
less_0,10,prior_payments_delayed,retraining,5576,less_100,4_to_7,4,female,none,3,car_other,33,bank,own,1,unskilled,1,none,yes,0
less_0,29,credits_paid_to_date,car_used,4855,less_100,4_to_7,4,male,none,2,car_other,30,none,free,2,skilled,1,none,yes,0
less_0,19,credits_paid_to_date,vacation,1417,less_100,less_1,3,female,none,1,car_other,33,none,rent,1,skilled,1,none,yes,0
