CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker
less_0,4,credits_paid_to_date,car_used,250,less_100,1_to_4,3,female,none,3,savings_insurance,34,none,own,1,skilled,1,none,yes
greater_200,25,credits_paid_to_date,car_used,7360,less_100,1_to_4,3,male,none,3,car_other,35,none,own,2,skilled,1,yes,yes
greater_200,5,credits_paid_to_date,car_used,250,less_100,4_to_7,3,male,none,2,savings_insurance,42,none,rent,1,skilled,1,none,yes
no_checking,23,credits_paid_to_date,radio_tv,2881,100_to_500,less_1,2,female,none,2,savings_insurance,37,none,free,1,skilled,1,none,yes
0_to_200,4,all_credits_paid_back,car_used,1008,less_100,unemployed,2,female,none,3,real_estate,19,none,rent,1,management_self-employed,1,none,yes
greater_200,20,credits_paid_to_date,furniture,250,100_to_500,1_to_4,1,female,co-applicant,3,real_estate,39,bank,own,1,unemployed,1,yes,yes
0_to_200,15,prior_payments_delayed,radio_tv,5076,less_100,1_to_4,2,male,none,3,car_other,38,none,own,2,skilled,1,none,yes
no_checking,30,outstanding_credit,other,5206,greater_1000,greater_7,5,female,none,3,unknown,35,none,own,1,skilled,1,none,yes
no_checking,24,credits_paid_to_date,car_new,949,100_to_500,unemployed,3,male,none,3,real_estate,33,none,rent,1,skilled,1,none,yes
0_to_200,8,all_credits_paid_back,furniture,2141,less_100,less_1,2,female,none,1,car_other,22,none,rent,1,skilled,1,none,yes
no_checking,30,outstanding_credit,vacation,9535,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,35,none,own,2,skilled,1,yes,yes
no_checking,23,prior_payments_delayed,furniture,3786,greater_1000,4_to_7,4,male,guarantor,5,car_other,38,none,own,1,skilled,1,yes,yes
no_checking,41,outstanding_credit,retraining,7089,greater_1000,greater_7,5,male,co-applicant,4,car_other,44,stores,free,3,unskilled,2,yes,yes
greater_200,20,outstanding_credit,appliances,5257,unknown,1_to_4,3,male,none,4,car_other,27,none,own,2,skilled,1,none,yes
0_to_200,14,credits_paid_to_date,car_new,1939,500_to_1000,1_to_4,2,male,co-applicant,4,car_other,36,none,free,1,skilled,1,yes,yes
no_checking,30,outstanding_credit,repairs,8382,500_to_1000,greater_7,5,male,co-applicant,4,car_other,49,none,free,2,management_self-employed,2,yes,yes
0_to_200,23,prior_payments_delayed,radio_tv,2829,less_100,1_to_4,2,female,none,2,savings_insurance,38,stores,own,1,skilled,1,none,yes
no_checking,26,prior_payments_delayed,education,5107,500_to_1000,1_to_4,4,male,none,3,savings_insurance,26,none,own,2,management_self-employed,1,yes,yes
less_0,13,all_credits_paid_back,vacation,1586,100_to_500,1_to_4,3,male,none,3,savings_insurance,34,stores,own,1,unskilled,1,yes,yes
greater_200,13,credits_paid_to_date,car_new,250,less_100,4_to_7,2,male,none,2,real_estate,28,none,own,1,skilled,1,none,yes
less_0,22,credits_paid_to_date,radio_tv,250,500_to_1000,unemployed,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes
0_to_200,30,prior_payments_delayed,appliances,2699,unknown,less_1,3,male,none,2,real_estate,35,none,own,1,skilled,1,none,yes
no_checking,40,prior_payments_delayed,furniture,11347,unknown,4_to_7,4,male,co-applicant,3,car_other,28,none,free,3,skilled,2,yes,yes
0_to_200,22,credits_paid_to_date,radio_tv,250,greater_1000,4_to_7,2,male,none,2,real_estate,36,stores,own,2,skilled,1,none,yes
less_0,20,credits_paid_to_date,car_new,250,less_100,4_to_7,2,female,none,2,real_estate,32,stores,own,1,skilled,1,none,yes
less_0,10,all_credits_paid_back,car_used,2323,less_100,less_1,2,male,none,3,savings_insurance,19,bank,rent,1,unskilled,1,none,yes
no_checking,14,credits_paid_to_date,furniture,1269,500_to_1000,greater_7,2,male,none,2,savings_insurance,39,none,own,1,skilled,1,none,yes
0_to_200,18,prior_payments_delayed,car_used,3588,less_100,4_to_7,3,male,none,2,unknown,43,none,own,1,skilled,1,yes,yes
less_0,15,prior_payments_delayed,radio_tv,1995,500_to_1000,1_to_4,3,female,co-applicant,3,savings_insurance,42,stores,rent,1,unskilled,1,none,yes
0_to_200,17,credits_paid_to_date,car_used,1969,less_100,1_to_4,3,male,none,3,real_estate,25,none,own,1,skilled,1,none,yes
no_checking,28,prior_payments_delayed,car_used,4523,100_to_500,1_to_4,3,male,none,4,savings_insurance,37,stores,own,2,unskilled,1,yes,yes
no_checking,47,outstanding_credit,repairs,5857,greater_1000,4_to_7,5,male,co-applicant,4,car_other,47,none,free,2,management_self-employed,1,yes,yes
0_to_200,4,all_credits_paid_back,car_new,400,less_100,less_1,1,male,none,2,savings_insurance,20,stores,own,1,skilled,1,none,yes
less_0,12,prior_payments_delayed,furniture,1602,less_100,4_to_7,3,male,none,2,real_estate,31,bank,rent,1,unskilled,1,none,yes
no_checking,8,prior_payments_delayed,radio_tv,2254,100_to_500,greater_7,4,male,none,4,savings_insurance,43,none,own,1,management_self-employed,1,none,yes
greater_200,26,outstanding_credit,furniture,4823,500_to_1000,less_1,3,male,none,4,unknown,43,bank,own,1,unskilled,1,yes,yes
less_0,24,prior_payments_delayed,car_used,1860,100_to_500,1_to_4,3,female,none,2,car_other,30,stores,own,2,unskilled,1,yes,yes
greater_200,39,prior_payments_delayed,appliances,8761,100_to_500,4_to_7,3,female,co-applicant,4,car_other,32,none,own,1,skilled,1,none,yes
0_to_200,4,no_credits,education,250,less_100,unemployed,1,male,none,2,real_estate,31,none,rent,1,skilled,1,none,yes
no_checking,35,prior_payments_delayed,radio_tv,5664,500_to_1000,1_to_4,4,female,none,4,car_other,38,none,own,1,skilled,1,none,yes
greater_200,19,credits_paid_to_date,radio_tv,3670,less_100,1_to_4,3,male,none,4,car_other,33,none,own,2,management_self-employed,1,none,yes
less_0,6,all_credits_paid_back,car_used,250,less_100,1_to_4,2,male,none,2,savings_insurance,28,stores,rent,1,skilled,1,none,yes
0_to_200,24,outstanding_credit,appliances,2734,500_to_1000,greater_7,4,male,none,4,car_other,38,none,own,1,skilled,1,none,yes
no_checking,25,prior_payments_delayed,education,5194,100_to_500,less_1,4,female,none,4,car_other,26,none,own,2,skilled,1,none,yes
no_checking,39,prior_payments_delayed,furniture,6483,500_to_1000,greater_7,4,male,co-applicant,3,unknown,37,stores,own,1,unemployed,1,yes,yes
0_to_200,21,prior_payments_delayed,car_used,3010,less_100,4_to_7,2,female,co-applicant,1,car_other,34,bank,own,1,unemployed,1,yes,yes
less_0,12,all_credits_paid_back,radio_tv,288,less_100,1_to_4,2,female,none,2,car_other,37,stores,own,1,unskilled,1,none,yes
no_checking,29,outstanding_credit,appliances,5816,500_to_1000,4_to_7,5,male,none,4,unknown,50,none,free,2,skilled,2,yes,yes
greater_200,4,all_credits_paid_back,car_new,2177,less_100,1_to_4,2,female,none,3,savings_insurance,36,none,own,1,management_self-employed,1,yes,yes
no_checking,39,prior_payments_delayed,education,6555,500_to_1000,4_to_7,5,male,co-applicant,4,savings_insurance,40,none,free,3,management_self-employed,2,yes,yes
0_to_200,24,outstanding_credit,radio_tv,3265,100_to_500,4_to_7,4,male,none,2,savings_insurance,34,none,own,1,management_self-employed,1,none,yes
no_checking,24,prior_payments_delayed,car_used,4981,unknown,greater_7,4,male,none,5,unknown,49,none,own,2,unskilled,2,yes,yes
no_checking,34,outstanding_credit,appliances,8200,unknown,greater_7,4,male,co-applicant,4,unknown,53,none,free,2,skilled,2,yes,yes
0_to_200,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,1,real_estate,32,none,own,1,skilled,1,none,yes
less_0,14,prior_payments_delayed,radio_tv,250,100_to_500,less_1,1,male,none,2,real_estate,24,stores,rent,1,skilled,1,none,yes
no_checking,35,outstanding_credit,furniture,6259,greater_1000,greater_7,5,male,co-applicant,3,unknown,54,none,free,2,skilled,1,yes,yes
no_checking,32,outstanding_credit,furniture,5499,unknown,greater_7,5,male,co-applicant,4,unknown,49,none,own,3,skilled,2,yes,yes
no_checking,15,credits_paid_to_date,radio_tv,913,100_to_500,unemployed,2,male,none,4,savings_insurance,38,none,own,1,management_self-employed,1,none,yes
0_to_200,14,all_credits_paid_back,car_used,1134,less_100,1_to_4,2,female,none,3,car_other,32,stores,own,1,skilled,1,none,yes
no_checking,11,credits_paid_to_date,car_used,4025,less_100,1_to_4,2,female,none,2,savings_insurance,40,none,own,1,skilled,2,none,yes
less_0,4,all_credits_paid_back,car_new,4853,less_100,less_1,1,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes
less_0,20,credits_paid_to_date,car_used,699,less_100,4_to_7,3,male,none,2,savings_insurance,27,none,own,1,skilled,1,none,yes
no_checking,26,outstanding_credit,appliances,2431,500_to_1000,4_to_7,3,male,none,3,car_other,37,none,free,1,skilled,1,none,yes
less_0,4,credits_paid_to_date,car_new,250,less_100,less_1,2,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes
0_to_200,4,all_credits_paid_back,car_used,250,less_100,unemployed,2,male,none,1,real_estate,20,none,rent,1,management_self-employed,1,none,yes
no_checking,34,prior_payments_delayed,radio_tv,5157,500_to_1000,4_to_7,3,female,none,2,car_other,50,none,free,2,skilled,1,yes,yes
0_to_200,28,credits_paid_to_date,furniture,5361,100_to_500,1_to_4,3,male,none,2,car_other,37,stores,own,1,unskilled,1,none,yes
less_0,8,prior_payments_delayed,furniture,1832,less_100,4_to_7,3,male,none,3,real_estate,31,none,rent,1,skilled,1,none,yes
less_0,4,credits_paid_to_date,car_new,250,less_100,unemployed,1,male,none,3,real_estate,19,none,rent,1,management_self-employed,1,none,yes
no_checking,49,prior_payments_delayed,repairs,5595,500_to_1000,4_to_7,4,male,co-applicant,4,car_other,42,none,own,2,skilled,1,yes,yes
0_to_200,4,credits_paid_to_date,car_used,3713,less_100,4_to_7,3,female,none,3,savings_insurance,33,none,free,2,skilled,1,none,yes
no_checking,29,outstanding_credit,radio_tv,7468,500_to_1000,greater_7,5,male,co-applicant,4,car_other,55,none,free,2,management_self-employed,2,yes,yes
less_0,23,credits_paid_to_date,radio_tv,1444,500_to_1000,4_to_7,3,male,none,2,savings_insurance,33,bank,own,2,unemployed,1,yes,yes
no_checking,34,prior_payments_delayed,radio_tv,5609,unknown,4_to_7,4,female,none,4,car_other,39,stores,own,3,unskilled,2,yes,yes
no_checking,27,credits_paid_to_date,radio_tv,3279,100_to_500,1_to_4,2,male,none,3,car_other,28,stores,own,1,skilled,1,none,yes
no_checking,47,prior_payments_delayed,radio_tv,9286,unknown,greater_7,4,male,co-applicant,4,unknown,52,none,free,2,skilled,2,yes,yes
less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,2,savings_insurance,23,none,own,1,skilled,1,none,yes
no_checking,26,outstanding_credit,appliances,6986,500_to_1000,4_to_7,5,female,none,4,unknown,44,none,free,2,management_self-employed,1,yes,no
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes
less_0,9,all_credits_paid_back,car_new,3917,less_100,less_1,1,male,none,3,car_other,29,none,own,1,skilled,1,none,yes
0_to_200,4,all_credits_paid_back,furniture,4231,less_100,1_to_4,2,female,none,1,real_estate,19,none,own,1,skilled,1,none,yes
0_to_200,16,credits_paid_to_date,vacation,2691,less_100,1_to_4,3,female,none,2,car_other,36,none,free,1,skilled,1,none,yes
greater_200,34,outstanding_credit,furniture,1883,unknown,4_to_7,4,male,none,4,unknown,40,none,own,1,skilled,1,yes,yes
less_0,28,credits_paid_to_date,radio_tv,530,less_100,1_to_4,2,male,none,2,real_estate,32,stores,own,1,skilled,1,none,yes
no_checking,20,outstanding_credit,radio_tv,5075,unknown,greater_7,5,male,none,4,unknown,60,none,free,2,skilled,2,yes,no
no_checking,33,prior_payments_delayed,radio_tv,6661,100_to_500,greater_7,5,male,co-applicant,4,savings_insurance,43,none,own,1,management_self-employed,1,none,yes
0_to_200,43,outstanding_credit,repairs,4814,500_to_1000,greater_7,4,male,none,4,car_other,38,stores,own,2,unskilled,1,yes,yes
0_to_200,29,credits_paid_to_date,furniture,3705,less_100,less_1,3,female,co-applicant,3,car_other,44,none,own,1,skilled,1,none,yes
0_to_200,4,prior_payments_delayed,car_used,1495,less_100,less_1,2,female,none,3,savings_insurance,32,none,own,1,skilled,1,none,yes
less_0,15,credits_paid_to_date,furniture,2077,less_100,4_to_7,3,female,none,3,car_other,28,none,rent,1,skilled,1,none,yes
no_checking,29,prior_payments_delayed,education,5940,500_to_1000,4_to_7,5,male,none,5,car_other,41,none,own,2,management_self-employed,1,none,yes
0_to_200,17,credits_paid_to_date,vacation,6563,less_100,4_to_7,3,female,none,2,car_other,42,bank,own,2,unskilled,2,yes,yes
no_checking,18,credits_paid_to_date,repairs,6332,less_100,4_to_7,4,male,co-applicant,5,savings_insurance,44,none,own,1,management_self-employed,1,none,yes
no_checking,42,outstanding_credit,vacation,7686,unknown,greater_7,4,male,co-applicant,3,unknown,43,none,free,2,skilled,2,yes,yes
no_checking,26,outstanding_credit,furniture,6084,500_to_1000,greater_7,5,male,none,3,unknown,52,none,free,2,skilled,1,yes,yes
no_checking,42,prior_payments_delayed,appliances,5313,500_to_1000,greater_7,5,male,co-applicant,4,savings_insurance,47,none,free,2,skilled,1,yes,yes
no_checking,19,credits_paid_to_date,furniture,1166,greater_1000,4_to_7,2,male,none,3,real_estate,33,stores,own,1,unskilled,1,yes,yes
less_0,23,credits_paid_to_date,car_new,2401,less_100,1_to_4,3,female,none,3,car_other,33,stores,rent,1,skilled,1,none,yes
greater_200,21,credits_paid_to_date,car_used,3170,greater_1000,greater_7,3,male,none,2,savings_insurance,41,none,rent,1,skilled,1,none,yes
no_checking,25,credits_paid_to_date,radio_tv,3818,greater_1000,1_to_4,2,male,none,4,savings_insurance,36,none,rent,2,skilled,1,none,yes
no_checking,29,outstanding_credit,appliances,5123,greater_1000,greater_7,5,male,none,3,savings_insurance,46,stores,own,2,skilled,1,none,yes
0_to_200,10,credits_paid_to_date,appliances,1770,less_100,less_1,2,female,none,3,car_other,27,none,own,1,skilled,1,none,yes
no_checking,44,prior_payments_delayed,repairs,6214,unknown,4_to_7,5,male,none,4,car_other,39,none,free,3,skilled,2,yes,yes
no_checking,26,outstanding_credit,radio_tv,9152,500_to_1000,greater_7,5,male,co-applicant,3,car_other,48,none,free,2,skilled,2,yes,yes
no_checking,20,prior_payments_delayed,radio_tv,4571,100_to_500,1_to_4,2,male,none,4,savings_insurance,26,none,own,1,skilled,2,none,yes
0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,2,female,none,3,real_estate,19,none,own,1,skilled,1,none,yes
no_checking,37,prior_payments_delayed,other,7945,500_to_1000,1_to_4,4,male,none,4,savings_insurance,39,none,own,2,management_self-employed,1,none,yes
0_to_200,4,all_credits_paid_back,appliances,250,less_100,1_to_4,2,female,none,1,savings_insurance,54,none,own,1,skilled,1,none,yes
less_0,32,prior_payments_delayed,appliances,668,greater_1000,4_to_7,2,female,none,1,car_other,38,bank,rent,2,unemployed,1,none,yes
no_checking,27,prior_payments_delayed,business,5245,100_to_500,1_to_4,3,male,none,4,savings_insurance,46,none,own,1,management_self-employed,2,yes,yes
no_checking,14,credits_paid_to_date,furniture,1810,100_to_500,4_to_7,3,male,none,4,savings_insurance,39,none,own,2,skilled,1,yes,yes
less_0,18,credits_paid_to_date,furniture,250,less_100,less_1,1,female,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes
no_checking,31,credits_paid_to_date,furniture,5205,100_to_500,1_to_4,3,male,none,2,car_other,38,none,own,2,skilled,1,yes,yes
0_to_200,6,all_credits_paid_back,car_used,3115,less_100,1_to_4,2,female,co-applicant,2,real_estate,27,none,own,1,skilled,1,none,yes
less_0,10,prior_payments_delayed,furniture,2014,less_100,1_to_4,3,female,co-applicant,1,real_estate,41,stores,own,1,skilled,1,none,yes
less_0,14,prior_payments_delayed,radio_tv,1802,less_100,unemployed,1,female,none,1,savings_insurance,37,stores,own,1,skilled,1,yes,yes
0_to_200,13,credits_paid_to_date,car_new,1455,500_to_1000,4_to_7,3,male,none,3,savings_insurance,51,none,own,2,skilled,1,yes,yes
less_0,13,credits_paid_to_date,car_used,250,500_to_1000,unemployed,1,male,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes
no_checking,32,prior_payments_delayed,car_used,5506,500_to_1000,1_to_4,4,male,none,3,car_other,29,none,own,1,skilled,1,none,yes
less_0,29,outstanding_credit,furniture,1809,greater_1000,1_to_4,2,male,none,3,savings_insurance,42,stores,own,2,skilled,1,none,yes
0_to_200,4,credits_paid_to_date,vacation,2685,less_100,4_to_7,2,female,co-applicant,3,car_other,42,none,own,1,skilled,1,none,yes
no_checking,32,prior_payments_delayed,furniture,4688,500_to_1000,4_to_7,4,male,none,4,car_other,51,none,own,2,skilled,1,yes,yes
less_0,12,credits_paid_to_date,car_used,3935,500_to_1000,4_to_7,3,female,none,2,car_other,34,stores,rent,1,skilled,1,none,yes
0_to_200,22,prior_payments_delayed,car_new,3048,less_100,less_1,3,female,none,2,savings_insurance,29,bank,own,1,unemployed,1,yes,yes
less_0,7,all_credits_paid_back,car_used,779,100_to_500,less_1,1,female,none,2,real_estate,28,none,own,2,skilled,1,none,yes
no_checking,41,outstanding_credit,repairs,4336,greater_1000,greater_7,5,male,co-applicant,5,car_other,52,none,free,2,skilled,1,yes,yes
0_to_200,4,credits_paid_to_date,car_new,3185,less_100,4_to_7,2,male,none,2,car_other,45,none,own,1,skilled,1,yes,yes
no_checking,27,outstanding_credit,radio_tv,6145,unknown,greater_7,5,male,co-applicant,4,unknown,56,none,free,2,skilled,2,yes,yes
no_checking,27,prior_payments_delayed,car_used,4651,100_to_500,1_to_4,3,male,none,4,car_other,41,none,own,1,management_self-employed,1,none,yes
less_0,13,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,1,savings_insurance,19,stores,rent,1,skilled,1,none,yes
less_0,4,credits_paid_to_date,radio_tv,405,less_100,less_1,2,female,none,1,real_estate,24,none,own,1,skilled,1,none,yes
less_0,9,prior_payments_delayed,furniture,2219,less_100,1_to_4,1,female,none,1,savings_insurance,29,stores,own,2,skilled,1,none,yes
no_checking,45,prior_payments_delayed,repairs,6457,unknown,greater_7,3,male,co-applicant,4,car_other,42,bank,own,2,unemployed,2,yes,yes
less_0,13,all_credits_paid_back,car_used,1299,less_100,unemployed,2,female,none,3,savings_insurance,24,none,own,1,skilled,1,none,yes
less_0,8,prior_payments_delayed,furniture,2160,less_100,less_1,2,female,none,1,real_estate,32,none,own,1,skilled,1,yes,yes
no_checking,36,prior_payments_delayed,other,5858,500_to_1000,greater_7,4,male,co-applicant,2,car_other,44,bank,own,1,unskilled,1,none,yes
0_to_200,19,prior_payments_delayed,car_used,250,100_to_500,greater_7,2,female,none,2,real_estate,31,stores,own,1,skilled,1,yes,yes
no_checking,39,prior_payments_delayed,repairs,7150,500_to_1000,4_to_7,3,male,co-applicant,4,unknown,52,none,own,2,skilled,1,yes,yes
less_0,6,no_credits,car_new,777,100_to_500,1_to_4,2,female,none,2,real_estate,19,none,rent,1,skilled,1,none,yes
no_checking,11,credits_paid_to_date,furniture,2187,less_100,1_to_4,3,female,none,2,real_estate,33,none,own,1,skilled,1,yes,yes
greater_200,38,prior_payments_delayed,appliances,9121,500_to_1000,1_to_4,3,male,none,4,car_other,41,none,own,2,skilled,1,none,yes
no_checking,33,outstanding_credit,appliances,5130,greater_1000,4_to_7,4,female,none,4,car_other,48,none,own,1,skilled,1,none,yes
no_checking,28,prior_payments_delayed,other,6675,100_to_500,greater_7,4,female,none,3,car_other,47,none,free,2,skilled,1,none,yes
greater_200,18,outstanding_credit,furniture,4686,100_to_500,4_to_7,3,male,guarantor,4,savings_insurance,50,none,free,1,skilled,1,yes,yes
less_0,14,all_credits_paid_back,vacation,1886,less_100,4_to_7,2,female,none,2,real_estate,32,stores,rent,1,skilled,1,none,yes
no_checking,25,outstanding_credit,appliances,5846,500_to_1000,greater_7,4,male,none,5,car_other,51,none,free,2,management_self-employed,1,yes,yes
less_0,5,prior_payments_delayed,car_used,250,less_100,less_1,1,female,none,2,real_estate,21,none,rent,1,skilled,1,none,yes
0_to_200,34,prior_payments_delayed,appliances,2295,100_to_500,1_to_4,2,male,none,1,car_other,32,stores,own,1,skilled,2,yes,yes
0_to_200,17,prior_payments_delayed,radio_tv,2719,greater_1000,4_to_7,2,female,none,3,car_other,40,stores,own,2,skilled,1,none,yes
no_checking,33,outstanding_credit,repairs,7744,unknown,greater_7,4,male,co-applicant,5,unknown,56,none,free,3,skilled,2,yes,yes
less_0,10,all_credits_paid_back,car_new,2144,less_100,less_1,2,female,co-applicant,2,real_estate,36,bank,rent,1,unemployed,1,none,yes
no_checking,19,outstanding_credit,business,8785,100_to_500,greater_7,4,male,none,4,unknown,53,none,free,2,management_self-employed,1,yes,yes
no_checking,37,prior_payments_delayed,appliances,7623,500_to_1000,4_to_7,4,male,co-applicant,4,savings_insurance,39,none,own,2,management_self-employed,1,none,yes
0_to_200,4,credits_paid_to_date,car_new,3104,less_100,less_1,2,male,none,2,real_estate,19,stores,rent,1,unskilled,1,none,yes
0_to_200,4,credits_paid_to_date,car_new,250,less_100,unemployed,2,female,none,1,real_estate,21,none,rent,1,management_self-employed,1,none,yes
no_checking,43,credits_paid_to_date,furniture,4704,500_to_1000,4_to_7,4,female,guarantor,4,real_estate,41,bank,own,2,unemployed,1,yes,yes
less_0,4,all_credits_paid_back,car_new,250,100_to_500,less_1,1,male,none,1,real_estate,25,bank,rent,1,unskilled,1,none,yes
less_0,7,prior_payments_delayed,furniture,250,less_100,less_1,2,female,none,1,real_estate,25,none,own,1,skilled,1,none,yes
no_checking,29,prior_payments_delayed,appliances,8567,unknown,1_to_4,3,male,none,4,unknown,42,none,own,2,skilled,1,yes,yes
0_to_200,17,prior_payments_delayed,retraining,4185,100_to_500,1_to_4,2,male,none,2,car_other,31,none,own,1,skilled,1,yes,yes
no_checking,31,outstanding_credit,repairs,8411,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,46,none,free,2,management_self-employed,2,yes,yes
less_0,6,all_credits_paid_back,car_new,577,less_100,1_to_4,1,female,none,1,real_estate,24,none,own,1,skilled,1,none,yes
no_checking,12,credits_paid_to_date,car_new,2048,less_100,less_1,2,female,none,4,real_estate,35,none,rent,1,skilled,1,none,yes
no_checking,30,prior_payments_delayed,education,6268,unknown,1_to_4,4,female,none,3,savings_insurance,34,none,own,2,skilled,2,yes,yes
0_to_200,14,credits_paid_to_date,vacation,724,less_100,4_to_7,3,male,co-applicant,2,savings_insurance,46,stores,own,1,unskilled,1,yes,yes
less_0,13,prior_payments_delayed,car_used,2458,less_100,less_1,3,male,none,2,real_estate,19,none,own,1,skilled,1,none,yes
no_checking,44,outstanding_credit,education,9119,greater_1000,greater_7,5,male,co-applicant,4,unknown,46,none,own,2,management_self-employed,2,yes,yes
less_0,15,credits_paid_to_date,furniture,250,less_100,4_to_7,3,female,none,1,real_estate,19,bank,rent,1,unskilled,1,none,yes
no_checking,29,prior_payments_delayed,business,6971,500_to_1000,greater_7,5,male,none,3,unknown,50,none,free,2,management_self-employed,2,yes,yes
no_checking,28,outstanding_credit,appliances,4770,500_to_1000,greater_7,4,male,none,3,savings_insurance,45,none,own,2,skilled,1,yes,yes
less_0,4,credits_paid_to_date,car_new,250,100_to_500,less_1,2,female,none,3,savings_insurance,29,none,own,2,skilled,1,none,yes
no_checking,31,prior_payments_delayed,car_used,7710,100_to_500,4_to_7,4,male,none,4,unknown,54,bank,own,2,unemployed,2,yes,yes
no_checking,51,outstanding_credit,repairs,7248,greater_1000,greater_7,5,male,co-applicant,5,car_other,42,none,free,2,skilled,1,yes,yes
0_to_200,5,all_credits_paid_back,car_new,250,100_to_500,1_to_4,1,female,none,1,real_estate,31,stores,rent,1,skilled,1,none,yes
greater_200,20,outstanding_credit,car_used,3988,100_to_500,4_to_7,3,female,none,4,car_other,44,stores,own,1,unskilled,1,none,yes
no_checking,40,outstanding_credit,appliances,9367,greater_1000,1_to_4,4,female,co-applicant,5,car_other,50,stores,own,2,unskilled,2,yes,yes
no_checking,40,prior_payments_delayed,furniture,7081,500_to_1000,greater_7,5,male,co-applicant,4,unknown,50,none,free,2,skilled,2,yes,yes
less_0,21,prior_payments_delayed,car_used,319,100_to_500,greater_7,3,male,none,3,savings_insurance,32,none,rent,1,skilled,1,none,yes
no_checking,20,credits_paid_to_date,radio_tv,3137,100_to_500,less_1,2,male,none,2,car_other,32,stores,own,1,unskilled,1,yes,yes
no_checking,60,outstanding_credit,education,7636,unknown,greater_7,6,female,co-applicant,4,unknown,49,none,own,2,skilled,2,yes,yes
greater_200,32,prior_payments_delayed,radio_tv,4689,100_to_500,greater_7,3,male,none,4,unknown,45,none,own,2,skilled,1,yes,yes
no_checking,31,outstanding_credit,repairs,9942,greater_1000,greater_7,4,male,co-applicant,5,unknown,57,none,free,2,skilled,2,yes,yes
greater_200,20,credits_paid_to_date,radio_tv,3299,greater_1000,4_to_7,4,female,none,3,car_other,57,none,free,2,skilled,2,yes,yes
greater_200,41,outstanding_credit,radio_tv,7911,500_to_1000,4_to_7,5,male,co-applicant,3,unknown,47,none,free,2,skilled,1,yes,yes
no_checking,39,credits_paid_to_date,appliances,6322,100_to_500,greater_7,5,female,none,5,savings_insurance,34,none,free,2,management_self-employed,1,yes,yes
less_0,19,credits_paid_to_date,car_used,2634,less_100,less_1,1,male,none,1,real_estate,23,stores,own,1,unskilled,1,none,yes
less_0,4,all_credits_paid_back,furniture,1782,less_100,less_1,1,female,none,1,savings_insurance,33,none,rent,1,skilled,1,none,yes
less_0,15,credits_paid_to_date,car_new,881,less_100,4_to_7,2,female,none,2,savings_insurance,27,stores,own,1,unskilled,1,yes,yes
less_0,11,prior_payments_delayed,car_new,250,less_100,4_to_7,3,male,none,2,savings_insurance,39,none,own,2,skilled,1,none,yes
no_checking,41,prior_payments_delayed,other,7242,500_to_1000,4_to_7,4,male,none,4,car_other,41,none,own,2,management_self-employed,1,none,yes
no_checking,32,outstanding_credit,repairs,5606,greater_1000,greater_7,4,male,co-applicant,3,car_other,32,none,own,1,skilled,2,yes,yes
no_checking,11,prior_payments_delayed,radio_tv,1353,100_to_500,1_to_4,2,male,none,3,savings_insurance,45,bank,rent,1,unskilled,1,none,yes
no_checking,31,prior_payments_delayed,radio_tv,6714,100_to_500,greater_7,4,male,co-applicant,5,savings_insurance,51,none,own,2,management_self-employed,1,yes,yes
no_checking,28,outstanding_credit,car_used,4926,500_to_1000,1_to_4,3,male,none,3,savings_insurance,38,none,own,2,skilled,2,yes,no
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,38,stores,rent,1,skilled,1,none,yes
less_0,25,credits_paid_to_date,car_used,2922,100_to_500,1_to_4,2,female,none,1,real_estate,34,stores,own,2,skilled,1,none,yes
no_checking,37,outstanding_credit,radio_tv,8258,greater_1000,greater_7,5,male,co-applicant,5,unknown,50,none,free,2,skilled,2,yes,yes
greater_200,22,credits_paid_to_date,education,3770,100_to_500,less_1,2,female,none,2,car_other,43,bank,own,1,unemployed,1,yes,yes
greater_200,23,credits_paid_to_date,car_used,3583,100_to_500,4_to_7,3,male,none,4,unknown,38,none,own,1,skilled,1,yes,yes
less_0,20,credits_paid_to_date,furniture,4264,less_100,less_1,2,male,none,2,car_other,25,none,own,1,skilled,1,none,yes
less_0,14,prior_payments_delayed,radio_tv,2243,less_100,1_to_4,2,male,none,2,car_other,46,none,own,2,skilled,2,yes,yes
